job_title,rating,company_name,industry,old title,salary_lower,salary_upper,salary,City,State,max_emp_size,min_emp_size,company_age,python,excel,hadoop,spark,aws,tableau,big_data,numpy,pandas,machine_learning,power_bi,sql,deep_learning
data scientist,3.6,XSELL Technologies,Enterprise Software & Network Solutions,Data Scientist,90,109,144.5,Chicago,IL,200,51,7,1,0,0,0,0,0,0,0,0,1,0,1,1
data engineer,4.2,IZEA,Advertising & Marketing,Data Engineer,90,109,144.5,Winter Park,FL,200,51,15,1,1,1,1,1,0,0,0,0,1,0,1,0
senior data scientist,3.8,Juniper Networks,Telecommunications Services,Sr. ML/Data Scientist - AI/NLP/Chatbot,90,109,144.5,Cupertino,CA,10000,5001,25,1,1,0,1,1,0,0,1,0,1,0,0,0
data scientist,5.0,Notion Labs,Enterprise Software & Network Solutions,Data Scientist,90,109,144.5,San Francisco,CA,50,1,5,0,0,0,0,0,0,0,0,0,1,0,1,0
senior data engineer,4.9,Lendio,Lending,Senior Data Engineer,90,109,144.5,Lehi,UT,500,201,10,1,0,1,1,1,0,0,0,0,0,0,1,0
data engineer,4.4,Direct Agents,Advertising & Marketing,Data Engineer,90,109,144.5,Culver City,CA,200,51,18,1,1,0,0,0,0,0,0,0,1,1,1,0
data scientist,3.3,NAVEX Global,Computer Hardware & Software,Data Scientist,90,109,144.5,Lake Oswego,OR,5000,1001,9,1,0,0,1,0,1,0,0,0,1,0,1,0
machine learning engineer,3.2,Triplebyte,Computer Hardware & Software,Machine Learning Engineer,90,109,144.5,Remote,,200,51,6,0,0,0,0,0,0,0,0,0,1,0,0,0
machine learning engineer,3.2,Triplebyte,Computer Hardware & Software,Machine Learning Engineer,90,109,144.5,Remote,,200,51,6,0,0,0,0,0,0,0,0,0,1,0,0,0
senior data engineer,4.9,Lendio,Lending,Senior Data Engineer,90,109,144.5,Lehi,UT,500,201,10,1,0,1,1,1,0,0,0,0,0,0,1,0
data scientist,4.2,Upstart,Lending,Data Scientist,90,109,144.5,San Mateo,CA,500,201,9,1,0,0,0,0,0,0,0,0,1,0,0,0
data analyst,4.5,Envision LLC,Staffing & Outsourcing,Data Analyst,90,109,144.5,San Francisco,CA,500,201,27,1,0,1,1,0,1,0,1,1,1,0,0,0
data engineer,4.8,AppLovin,Video Games,Data Engineer,90,109,144.5,Palo Alto,CA,500,201,9,0,1,1,1,0,0,0,0,0,0,0,0,0
data engineer,3.8,ISO New England,Utilities,Data Integration and Modeling Engineer,90,109,144.5,Holyoke,MA,1000,501,24,0,1,0,0,0,0,0,0,0,0,0,1,0
data engineer,3.7,Relativity,Enterprise Software & Network Solutions,Tableau Data Engineer 20-0117,90,109,144.5,Chicago,IL,5000,1001,20,0,1,0,1,0,1,0,0,0,0,0,1,0
senior data scientist,3.3,Tempo Automation,Electrical & Electronic Manufacturing,Senior Data Scientist,90,109,144.5,San Francisco,CA,200,51,8,1,0,1,1,1,1,0,0,0,1,0,1,0
data scientist,3.3,MITRE,Federal Agencies,AI Data Scientist,90,109,144.5,McLean,VA,10000,5001,63,1,0,0,0,0,0,0,0,0,1,0,0,0
machine learning engineer,5.0,"Expedition Technology, Inc.",Aerospace & Defense,Machine Learning Engineer,90,109,144.5,Herndon,VA,50,1,8,1,1,0,0,0,0,0,0,0,1,0,0,1
data scientist,3.8,Evidera,Biotech & Pharmaceuticals,Research Scientist Patient Preferences (Remote),90,109,144.5,Bethesda,MD,1000,501,8,0,1,0,0,0,0,0,0,0,0,0,0,0
data scientist,3.4,Plymouth Rock Assurance,Insurance Carriers,Data Scientist,90,109,144.5,Woodbridge,NJ,5000,1001,39,0,1,0,0,0,0,0,0,0,0,0,1,0
data scientist,2.4,Crown Bioscience,Biotech & Pharmaceuticals,Scientist - Biomarker and Flow Cytometry,90,109,144.5,San Diego,CA,1000,501,15,0,0,0,0,0,0,0,0,0,0,0,0,0
data scientist,2.9,GNS Healthcare,Biotech & Pharmaceuticals,Data Scientist,90,109,144.5,Cambridge,MA,200,51,21,0,0,0,0,1,0,0,0,0,1,0,1,0
data science manager,4.4,OneMagnify,Advertising & Marketing,Analytics Manager,90,109,144.5,Dearborn,MI,500,201,54,0,1,0,0,0,1,0,0,0,0,0,1,0
data scientist,2.9,SPECTRUM,"Cable, Internet & Telephone Providers",Data Scientist,90,109,144.5,Maryland Heights,MO,10000,10000,5,1,1,1,0,0,0,0,0,0,1,0,1,1
senior data scientist,2.7,Advanced BioScience Laboratories,Biotech & Pharmaceuticals,Staff Scientist- Upstream PD,90,109,144.5,Rockville,MD,500,201,60,0,0,0,0,0,0,0,0,0,0,0,0,0
data engineer,4.2,Procore Technologies,Computer Hardware & Software,Data Engineer,90,109,144.5,Carpinteria,CA,5000,1001,19,1,1,1,1,1,0,0,0,0,1,0,1,0
senior data scientist,3.5,Ritedose,Biotech & Pharmaceuticals,Sr Scientist - Extractables & Leachables,90,109,144.5,Columbia,SC,500,201,26,0,1,0,0,0,0,0,0,0,0,0,0,0
senior data scientist,4.2,bioMérieux,Biotech & Pharmaceuticals,Sr Data Scientist,90,109,144.5,Saint Louis,MO,10000,10000,58,1,1,0,0,0,0,0,0,0,1,0,0,0
data scientist,4.5,Novetta,Enterprise Software & Network Solutions,Data Scientist,101,165,183.5,Herndon,VA,1000,501,9,1,1,0,0,1,0,0,0,0,1,0,0,1
senior data scientist,4.4,Guzman & Griffin Technologies (GGTI),Federal Agencies,Experienced Data Scientist,101,165,183.5,Washington,DC,50,1,24,1,1,1,1,0,1,0,1,0,1,0,1,1
data scientist,3.5,Leidos,Aerospace & Defense,Data Scientist,101,165,183.5,Fort Meade,MD,10000,10000,52,0,0,0,0,1,0,0,0,0,1,0,0,0
data scientist,4.5,Demandbase,Computer Hardware & Software,Data Scientist,101,165,183.5,San Francisco,CA,500,201,15,1,0,0,1,1,0,0,0,0,1,0,1,1
data analyst,4.1,Shelter Insurance,Insurance Carriers,Say Business Data Analyst,101,165,183.5,Columbia,MO,5000,1001,75,1,1,0,0,1,1,0,0,0,1,0,1,0
data scientist,3.5,Maxar Technologies,Aerospace & Defense,Geospatial Data Scientist,101,165,183.5,Chantilly,VA,10000,5001,1,0,0,0,0,0,0,0,0,0,0,0,0,0
data analyst,2.7,USAC,Telecommunications Services,Data Analyst,101,165,183.5,Washington,DC,1000,501,24,1,1,0,0,0,0,0,0,0,0,0,1,0
data scientist,3.4,General Dynamics Information Technology,IT Services,Computational Scientist,101,165,183.5,Vicksburg,MS,10000,10000,25,0,0,0,0,0,0,0,0,0,0,0,0,0
data scientist,4.4,Offerpad,Real Estate,Data Scientist,101,165,183.5,Chandler,AZ,500,201,6,1,1,0,0,0,0,0,0,0,1,1,1,0
senior data analyst,4.0,Autodesk,Computer Hardware & Software,Senior Data Analyst,101,165,183.5,San Francisco,CA,10000,5001,39,1,0,1,1,0,0,0,0,0,0,0,1,0
senior data analyst,4.2,Autodesk,Research & Development,Senior Data Analyst,101,165,183.5,San Francisco,CA,10000,5001,53,1,0,1,1,0,1,0,0,0,1,0,1,0
data engineer,3.5,Magna International Inc.,Unknown,Data Engineer,101,165,183.5,Birmingham,AL,10000,10000,64,1,0,1,1,1,0,0,0,0,0,0,1,0
senior data analyst,2.3,United BioSource,Biotech & Pharmaceuticals,Sr Data Analyst,101,165,183.5,Blue Bell,PA,5000,1001,18,0,1,0,0,0,1,0,0,0,0,0,1,0
data scientist,3.4,Kelly,Staffing & Outsourcing,Data Scientist,101,165,183.5,Chicago,IL,10000,5001,75,0,1,0,0,0,0,0,0,0,1,0,0,0
machine learning engineer,3.3,Tempus Labs,Biotech & Pharmaceuticals,"Machine Learning Scientist - Bay Area, CA",101,165,183.5,Redwood City,CA,1000,501,6,1,0,0,0,1,0,0,1,1,1,0,1,0
data scientist,4.7,C3.ai,Enterprise Software & Network Solutions,Data Scientist,101,165,183.5,Redwood City,CA,500,201,12,1,1,0,0,0,0,0,0,0,1,0,0,1
senior data scientist,3.9,Quartet Health,Enterprise Software & Network Solutions,Senior Data Scientist - Algorithms,101,165,183.5,New York,NY,500,201,7,1,0,1,0,0,0,0,0,1,1,0,0,0
data analyst,3.3,Midland Credit Management,Banks & Credit Unions,Data Analyst,101,165,183.5,San Diego,CA,5000,1001,68,1,1,0,0,0,0,0,0,0,0,0,1,0
machine learning engineer,3.3,Tempus Labs,Biotech & Pharmaceuticals,Senior Data & Machine Learning Scientist,101,165,183.5,Chicago,IL,1000,501,6,1,0,0,0,1,0,0,1,1,1,0,1,1
data engineer,4.4,Resurgent Capital Services,Venture Capital & Private Equity,Data Engineer,101,165,183.5,Cincinnati,OH,500,201,23,1,1,0,0,1,0,0,0,0,0,0,1,0
data scientist,3.7,PNNL,Energy,"Data Scientist - Statistics, Early Career",56,97,104.5,Richland,WA,5000,1001,56,0,1,0,0,0,0,0,0,0,1,0,0,0
data scientist,3.5,Buckman,Chemical Manufacturing,Data Scientist,56,97,104.5,Memphis,TN,5000,1001,76,1,0,1,0,0,0,0,0,0,1,0,1,0
machine learning engineer,3.6,Buckman,Federal Agencies,Machine Learning Engineer,56,97,104.5,Memphis,TN,1000,501,54,1,0,0,0,0,0,0,0,0,1,0,0,0
data scientist,3.8,Evidera,Biotech & Pharmaceuticals,Research Scientist - Patient-Centered Research (Remote),56,97,104.5,Bethesda,MD,1000,501,8,0,1,0,0,0,0,0,0,0,0,0,0,0
data analyst,4.7,webfx.com,Advertising & Marketing,Jr. Business Data Analyst (position added 6/12/2020),56,97,104.5,Harrisburg,PA,500,201,24,0,1,0,0,0,0,0,0,0,0,0,0,0
senior data scientist,3.5,Argo Group US,Insurance Carriers,Sr. Data Scientist II,56,97,104.5,New York,NY,5000,1001,73,1,0,1,1,1,0,0,1,1,0,0,1,0
data scientist,3.3,BWX Technologies,Aerospace & Defense,Data Scientist,56,97,104.5,Oak Ridge,TN,10000,5001,171,1,0,0,0,0,0,0,0,0,0,0,0,1
senior data analyst,3.9,Life360,Internet,Senior Data Analyst,56,97,104.5,San Francisco,CA,200,51,13,1,0,0,0,0,1,0,0,0,0,0,1,0
data science manager,3.7,MassMutual,Insurance Carriers,Lead Data Scientist,56,97,104.5,Boston,MA,10000,5001,170,1,0,1,1,1,0,0,1,1,1,0,1,0
data engineer,3.9,Natera,Biotech & Pharmaceuticals,Production Engineer - Statistics/Data Analysis,56,97,104.5,San Carlos,CA,1000,501,17,1,1,0,0,1,0,0,0,0,0,0,0,0
data scientist,4.0,Genentech,Biotech & Pharmaceuticals,Statistical Scientist,56,97,104.5,South San Francisco,CA,10000,10000,45,1,1,0,0,1,0,0,0,0,1,0,0,1
data scientist,4.2,Ntrepid,IT Services,Computational Behavioral Scientist,56,97,104.5,Herndon,VA,500,201,11,1,0,0,0,0,0,0,0,0,1,0,1,0
data science manager,3.6,Constant Contact,Advertising & Marketing,Principal Data Scientist - Machine Learning,56,97,104.5,Waltham,MA,Unknown,Unknown,26,1,1,1,1,1,0,0,0,0,1,0,0,0
data science manager,4.7,Sage Intacct,Computer Hardware & Software,Principal Machine Learning Scientist,56,97,104.5,San Francisco,CA,1000,501,22,1,0,0,0,0,0,0,1,1,1,0,1,0
data engineer,4.1,Shape Security,IT Services,Data Engineer,56,97,104.5,Santa Clara,CA,200,51,10,1,0,0,0,1,0,0,0,0,0,0,0,0
data science manager,4.0,AstraZeneca,Biotech & Pharmaceuticals,Principal Data Scientist,56,97,104.5,Gaithersburg,MD,10000,10000,108,1,1,0,0,0,0,0,0,0,1,0,0,0
data scientist,5.0,SkillSoniq,Unknown,Data Scientist,56,97,104.5,San Francisco,CA,Unknown,Unknown,1,1,0,0,0,0,0,0,0,0,1,0,1,0
senior data scientist,4.0,AstraZeneca,Biotech & Pharmaceuticals,Senior Data Scientist - R&D Oncology,56,97,104.5,New York,NY,10000,10000,108,1,0,0,0,0,0,0,0,0,1,0,0,0
data scientist,4.3,Joby Aviation,Unknown,Data Scientist,56,97,104.5,San Carlos,CA,200,51,1,1,1,0,1,1,0,0,0,1,1,0,1,0
senior data analyst,3.8,Cook Children's Health Care System,Health Care Services & Hospitals,"Health Plan Data Analyst, Sr",56,97,104.5,Fort Worth,TX,10000,5001,103,0,0,0,0,0,0,0,0,0,0,0,0,0
data science manager,3.8,Rubius Therapeutics,Biotech & Pharmaceuticals,"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",56,97,104.5,Smithfield,RI,500,201,8,0,0,0,0,0,0,0,0,0,0,0,0,0
data analyst,4.6,GreatAmerica Financial Services,Lending,Analytics - Business Assurance Data Analyst,56,97,104.5,Cedar Rapids,IA,1000,501,29,0,1,0,0,0,1,0,0,0,0,0,1,0
data scientist,4.1,Upside Business Travel,Internet,Data Scientist - Contract,79,106,132.0,Remote,,200,51,6,1,0,0,0,0,0,0,0,0,1,0,0,0
data scientist,3.4,Spectrum Communications and Consulting,Advertising & Marketing,Data Scientist,79,106,132.0,Chicago,IL,200,51,29,0,0,0,0,0,0,0,0,0,0,0,1,0
data scientist,4.1,Coverent,Consulting,Data Scientist,79,106,132.0,McLean,VA,200,51,13,1,1,0,0,0,0,0,0,0,0,0,0,0
machine learning engineer,3.7,Mteq,Aerospace & Defense,Machine Learning Engineer,79,106,132.0,Fort Belvoir,VA,1000,501,67,1,0,0,0,0,0,0,0,0,1,0,0,0
data engineer,4.4,Rocket Lawyer,Computer Hardware & Software,Data Engineer,79,106,132.0,San Francisco,CA,200,51,13,1,1,1,0,0,0,0,0,0,0,0,1,0
senior data scientist,3.9,Novartis,Biotech & Pharmaceuticals,"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",79,106,132.0,Cambridge,MA,10000,10000,25,0,0,0,0,0,0,0,0,0,0,0,0,0
data engineer,3.6,Alion Science & Technology,Research & Development,Data Engineer,79,106,132.0,Linthicum Heights,MD,5000,1001,20,1,1,0,0,1,0,0,0,0,0,0,1,0
data science instructor,4.5,Novetta,Enterprise Software & Network Solutions,Data Science Instructor,79,106,132.0,Herndon,VA,1000,501,9,0,1,0,0,0,0,0,0,0,1,0,0,0
senior data analyst,3.7,Protolabs,Miscellaneous Manufacturing,Senior Business Intelligence Analyst,79,106,132.0,Maple Plain,MN,5000,1001,22,0,0,0,0,0,0,0,0,0,0,0,1,0
data analyst,2.9,Quest Integrity,Oil & Gas Services,In-Line Inspection Data Analyst,79,106,132.0,Tulsa,OK,500,201,25,0,1,0,0,0,0,0,0,0,0,0,0,0
data scientist,5.0,Phoenix Operations Group,IT Services,Data Scientist - TS/SCI FSP or CI Required,79,106,132.0,Annapolis Junction,MD,50,1,10,1,0,0,1,0,0,0,0,0,1,0,0,0
data scientist,3.4,Dice.com,Staffing & Outsourcing,Data Scientist,79,106,132.0,Newton,MA,500,201,31,1,1,0,0,1,0,0,0,0,1,0,1,1
senior data scientist,3.5,Maxar Technologies,Aerospace & Defense,Senior Data Scientist,79,106,132.0,Herndon,VA,10000,5001,1,1,1,0,0,0,0,0,0,0,1,0,1,0
data scientist,5.0,Phoenix Operations Group,IT Services,Data Scientist - TS/SCI Required,79,106,132.0,Baltimore,MD,50,1,10,1,0,0,1,0,0,0,1,1,1,0,0,0
data engineer,4.8,Klaviyo,Computer Hardware & Software,Data Science Software Engineer,79,106,132.0,Boston,MA,500,201,9,1,0,0,0,0,0,0,1,1,1,0,0,0
data engineer,3.9,Southwest Research Institute,Research & Development,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,79,106,132.0,Oklahoma City,OK,5000,1001,74,1,1,0,0,0,0,0,0,0,0,0,0,0
data scientist,4.0,AstraZeneca,Biotech & Pharmaceuticals,AI Ops Data Scientist,79,106,132.0,Gaithersburg,MD,10000,10000,108,1,0,1,1,1,0,0,0,0,1,0,1,0
senior data analyst,4.3,The Buffalo Group,IT Services,"Intelligence Data Analyst, Senior",79,106,132.0,Fort Belvoir,VA,1000,501,11,1,0,0,0,0,0,0,0,0,0,0,0,0
data science manager,3.5,Central California Alliance for Health,Health Care Services & Hospitals,Analytics Manager - Data Mart,79,106,132.0,Scotts Valley,CA,1000,501,25,0,0,0,0,0,1,0,0,0,0,0,1,0
data modeler (analytical systems),3.7,MassMutual,Insurance Carriers,Data Modeler (Analytical Systems),79,106,132.0,Boston,MA,10000,5001,170,0,1,1,1,0,0,0,0,0,0,0,1,0
machine learning engineer,3.3,Tempus Labs,Biotech & Pharmaceuticals,"Senior Machine Learning Scientist - Bay Area, CA",79,106,132.0,Redwood City,CA,1000,501,6,1,0,0,0,1,0,0,1,1,1,0,1,0
data analyst,3.1,Security Finance Corporation of Spartanburg,Lending,Report Writer-Data Analyst,79,106,132.0,Spartanburg,SC,5000,1001,66,0,0,0,0,0,0,0,0,0,0,0,1,0
machine learning engineer,4.3,PulsePoint,Internet,Data Scientist/Machine Learning,71,123,132.5,New York,NY,200,51,10,1,0,1,1,0,0,0,1,1,1,0,0,0
data scientist,4.2,LSQ,Investment Banking & Asset Management,Data Scientist - Risk,71,123,132.5,Orlando,FL,200,51,25,1,1,1,1,1,1,0,0,0,0,1,0,0
data engineer,4.4,Resurgent Capital Services,Venture Capital & Private Equity,Data Engineer,71,123,132.5,Cincinnati,OH,500,201,23,1,1,0,0,1,0,0,0,0,0,0,1,0
senior data scientist,3.6,Opendoor,Real Estate,Staff Data Scientist - Pricing,71,123,132.5,San Francisco,CA,1000,501,7,1,0,0,0,1,0,0,0,0,0,0,1,0
data scientist,4.5,Global Data Management Inc,IT Services,Data Scientist,71,123,132.5,Hartford,CT,200,51,13,1,0,0,0,0,0,0,0,0,1,0,1,0
data scientist,3.0,Photon Infotech,IT Services,Data Scientist,71,123,132.5,Chicago,IL,5000,1001,22,1,1,1,1,0,0,0,0,0,1,0,1,0
data scientist,5.0,REE,Transportation Equipment Manufacturing,Data Scientist,71,123,132.5,United States,,200,51,3,1,0,0,0,0,0,0,0,0,1,0,0,0
machine learning engineer,3.6,Riverside Research Institute,Federal Agencies,Machine Learning Engineer,71,123,132.5,Beavercreek,OH,1000,501,54,1,0,0,0,0,0,0,0,0,1,0,0,0
data analyst,3.6,T. Rowe Price,Investment Banking & Asset Management,Equity Data Insights Analyst - Quantitative Analyst,71,123,132.5,Baltimore,MD,10000,5001,84,1,1,0,0,0,1,0,0,0,1,0,0,0
data scientist,,"Encode, Inc.",IT Services,Data Scientist,71,123,132.5,Norfolk,VA,50,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
data scientist,3.8,Evidera,Biotech & Pharmaceuticals,Research Scientist - Patient-Centered Research (Remote),71,123,132.5,Bethesda,MD,1000,501,8,0,1,0,0,0,0,0,0,0,0,0,0,0
data scientist,3.3,BWX Technologies,Aerospace & Defense,Data Scientist,71,123,132.5,Oak Ridge,TN,10000,5001,171,1,0,0,0,0,0,0,0,0,0,0,0,1
data analyst,3.8,Brighthouse Financial,Insurance Carriers,Operations Data Analyst,71,123,132.5,Charlotte,NC,5000,1001,4,0,0,0,0,0,0,0,0,0,0,0,0,0
senior data scientist,3.5,Argo Group US,Insurance Carriers,Sr. Data Scientist II,71,123,132.5,New York,NY,5000,1001,73,1,0,1,1,1,0,0,1,1,0,0,1,0
data scientist,3.3,II-VI Incorporated,Telecommunications Manufacturing,Data Scientist,71,123,132.5,Champaign,IL,10000,10000,50,0,1,0,0,0,0,0,0,0,0,0,1,0
data scientist,4.6,Surya Systems,Computer Hardware & Software,Data Scientist,71,123,132.5,San Francisco,CA,50,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0
data scientist,3.8,PayPal,Internet,Data Scientist,71,123,132.5,Texas,,10000,10000,23,1,1,1,1,0,0,0,0,0,1,0,0,0
senior data analyst,3.9,Life360,Internet,Senior Data Analyst,71,123,132.5,San Francisco,CA,200,51,13,1,0,0,0,0,1,0,0,0,0,0,1,0
data scientist,3.9,Predictive Research Inc,Consulting,Data Scientist,71,123,132.5,Plano,TX,50,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
data scientist,4.7,Oversight Systems,Computer Hardware & Software,Data Scientist,90,124,152.0,Atlanta,GA,200,51,18,1,1,0,0,0,0,0,0,1,1,0,1,1
senior data scientist,4.8,Acuity Insurance,Insurance Carriers,Senior Research Statistician- Data Scientist,90,124,152.0,Sheboygan,WI,5000,1001,96,0,0,0,0,0,0,0,0,0,0,0,0,0
data engineer,3.1,1010data,Computer Hardware & Software,Software Data Engineer,90,124,152.0,New York,NY,500,201,21,1,1,0,0,1,0,0,0,0,0,0,1,0
data scientist,3.6,Gigya,Enterprise Software & Network Solutions,Data Scientist,90,124,152.0,Palo Alto,CA,500,201,15,0,0,0,0,0,0,0,0,0,1,0,0,0
data scientist,5.0,Genesis Research,Biotech & Pharmaceuticals,Real World Evidence (RWE) Scientist,90,124,152.0,Hoboken,NJ,50,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0
data scientist,3.7,Sanofi,Biotech & Pharmaceuticals,Data Scientist,90,124,152.0,Cambridge,MA,10000,10000,48,1,0,0,0,0,1,0,0,0,1,0,1,1
data scientist,3.7,XPO Logistics,Transportation Management,Data Scientist,90,124,152.0,Lebanon,IN,10000,10000,10,1,0,0,0,0,0,0,1,1,1,0,1,1
data scientist,3.9,Trace Data,Insurance Carriers,Data Scientist,90,124,152.0,Oakland,CA,200,51,21,1,0,0,1,0,0,0,0,0,1,0,1,1
data scientist,4.3,Descript,Unknown,Data Scientist,90,124,152.0,San Francisco,CA,50,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
data scientist,4.2,Rincon Research Corporation,Aerospace & Defense,Computer Scientist 1,90,124,152.0,Melbourne,FL,500,201,38,1,0,0,0,0,0,0,0,0,1,0,0,0
data science manager,3.7,MassMutual,Insurance Carriers,Lead Data Scientist,90,124,152.0,Boston,MA,10000,5001,170,1,0,1,1,1,0,0,1,1,1,0,1,0
data scientist,4.0,Better Hire,Unknown,Data Scientist,90,124,152.0,Birmingham,AL,50,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
data scientist,3.3,Parker Hannifin,Industrial Manufacturing,Data Scientist,90,124,152.0,Cleveland,OH,10000,10000,104,1,1,0,0,0,0,0,0,0,1,0,1,0
data scientist,4.1,Gallup,Consulting,Data Scientist,90,124,152.0,New York,NY,5000,1001,86,1,1,0,0,0,0,0,0,0,1,0,0,0
data scientist,3.3,Insider Inc,News Outlet,Data Scientist,90,124,152.0,New York,NY,500,201,14,1,1,0,0,0,0,0,0,0,0,0,0,0
data scientist,3.9,Rapid Value Solutions,IT Services,Data Scientist,90,124,152.0,San Francisco,CA,500,201,12,1,0,0,0,1,0,0,0,0,1,0,1,1
